Numéro de l'installation sportive;Nom de l'installation sportive;Adresse;Code Postal;Code INSEE (sans mise à jour);Commune (sans mise à jour);Commune INSEE;Commune Nom;Statut de la fiche d'enquête;Etat de la fiche d'enquête;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Date de validation de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Observation Installation;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation (brute);Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI);Installation hors-service;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Coordonnées;Etat de la fiche d'enquête de l'équipement sportif;Longitude (WGS84);Latitude (WGS84);Eclairage de l'aire d'évolution;Equipement d'accès libre;Aménagements de confort;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Observation Equipement;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature du sol;Nature de l'équipement sportif;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;Identifiant RNB;Code APS associé;Nom APS associé;Donnée APS associée;EPCI INSEE;EPCI Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Département Code;Département Code Complet;Département Nom;Réctorat Nom;Région Code;Région Nom;Densite Niveau;Densite Catégorie;ZRR Simplifié;Catégorie
I147520012;Piscine Intercantonale;r saint-martin;14310;14752;Villers-Bocage;14752;Villers-Bocage;True;Validé;2005-05-30;2024-04-24;2024-04-24;true;2018-08-29;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I147520012;Bassin de natation;102;Bassin sportif de natation;Bassin de natation;49.08065, -0.661105;validé;-0.661105;49.08065;true;;true;true;true;false;;true;false;false;true;false;false;false;;false;false;false;false;false;;false;;2002;3.0;7.0;;;;;0.0;0.0;2.0;;;;25.0;10.0;250.0;0.5;2.3;;;2002;Monsieur MATTEI Bruno directeur piscine;;"[""Sauna""]";"[""X""]";"[""Reception/accueil"", ""Infirmierie"", ""Local de rangement""]";"[""Vétusté normale""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Scolaires, universités""]";;Carrelage;Intérieur;1995-2004;;1995-2004;Etablissement Public;;Etablissement Public;;;CDVJFQ1X6H9A;"[""5208"", ""5206"", ""5201""]";Aquagym,Baignade loisirs,Natation course sportive;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";200069524;CC Pré-Bocage Intercom;14752;Villers-Bocage;144;Vire;14;14;Calvados;Académie de Normandie;28;Normandie;5;Bourgs ruraux;C - Classée en ZRR;structurant
I031020001;Complexe sportif Pierre FERRIERE;Place de l'Ile;03290;03102;Dompierre-sur-Besbre;03102;Dompierre-sur-Besbre;True;Validé;2005-03-23;2024-05-30;2024-05-30;true;2015-03-24;Possibilité d'accès à un parking engazonné situé sur un terrain adjacent d'une surface d'environ 4000 m²;true;true;"[""Complexe sportif"", ""Piscine""]";Complexe sportif,Piscine;"[""Handicap moteur""]";;;;;E010I031020001;Piscine communautaire;102;Bassin sportif de natation;Bassin de natation;46.51616, 3.68565;validé;3.68565;46.51616;false;;false;true;true;false;;true;false;;true;true;true;true;;true;true;true;true;;;true;;;5.0;;;;;;0.0;1.0;2.0;;;;25.0;12.5;312.5;0.9;2.0;;;2010;;;;"[""X""]";"[""Reception/accueil"", ""Local contrôle anti-dopage"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;"[""Gaz"", ""Autre""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Intérieur;A partir de 2005;;1985-1994;Commune;;EPCI;;;W9616HX3DHV7;"[""5208"", ""5206"", ""5201""]";Aquagym,Baignade loisirs,Natation course sportive;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";200071470;CC Entr'Allier Besbre et Loire;03102;Dompierre-sur-Besbre;032;Moulins;3;03;Allier;Académie de Clermont-Ferrand;84;Auvergne-Rhône-Alpes;5;Bourgs ruraux;C - Classée en ZRR;structurant
I151620008;COMPLEXE SPORTIF;LES MAZETS;15400;15162;Riom-ès-Montagnes;15162;Riom-ès-Montagnes;True;Validé;2005-10-25;2024-05-31;2024-05-31;true;2011-05-07;;true;true;"[""Complexe sportif"", ""Piscine""]";Complexe sportif,Piscine;"[""Handicap moteur""]";;;;;E002I151620008;Petit bassin extérieur;102;Bassin sportif de natation;Bassin de natation;45.2781, 2.66481;validé;2.66481;45.2781;false;;false;true;true;true;;true;false;true;false;false;;false;;true;false;;false;;;false;;2017;3.0;;;;;;0.0;1.0;8.0;;;;21.0;11.0;231.0;0.8;1.8;;;2008;Mairie;"réparation du bassin en 2017: carrelage refait en  résine
projet d'ascenseur";;"[""X""]";"[""Reception/accueil"", ""Infirmierie"", ""Local de rangement""]";"[""Vétusté normale""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Synthétique (hors gazon);Découvrable;A partir de 2005;;A partir de 2005;Commune;;Commune;;;;"[""5208"", ""5206""]";Aquagym,Baignade loisirs;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": }}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": }}]";241500255;CC du Pays Gentiane;15162;Riom-ès-Montagnes;152;Mauriac;15;15;Cantal;Académie de Clermont-Ferrand;84;Auvergne-Rhône-Alpes;5;Bourgs ruraux;C - Classée en ZRR;structurant
I110690020;Pôle aqualudique du Païcherou Piscine;Quai du Païchérou;11000;11069;Carcassonne;11069;Carcassonne;True;Validé;2005-10-11;2023-10-27;2023-10-27;true;2016-07-21;Un espace Balnéo complète cet ensemble intérieur. Il comprend sauna, hammam, douche sensorielle, bassin avec divers massages et un espace extérieur contenant solarium et bassin en belvédère sur l’Aude.;true;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E003I110690020;Païchérou bassin 25m intérieur;102;Bassin sportif de natation;Bassin de natation;43.20564, 2.3493;validé;2.3493;43.20564;true;;;;;;;true;;true;true;true;true;true;true;true;;true;true;true;;true;;;;;;;;;;;;;;;25.0;15.0;375.0;1.3;;;;;;;;;;;;"[""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;;A partir de 2005;;;;;;;;;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}]";200035715;CA Carcassonne Agglo;11069;Carcassonne;111;Carcassonne;11;11;Aude;Académie de Montpellier;76;Occitanie;2;Centres urbains intermédiaires;NC - Commune non classée;structurant
I112540004;Piscine Municipale MONTREAL;La Grande Fontaine;11290;11254;Montréal;11254;Montréal;True;Validé;2005-04-13;2023-10-27;2023-10-27;false;2019-09-24;;false;true;"[""Piscine""]";Piscine;;;;;;E001I112540004;Grand Bassin;102;Bassin sportif de natation;Bassin de natation;43.19564, 2.14455;validé;2.14455;43.19564;false;;false;true;true;true;;true;false;false;false;false;false;false;;false;false;false;false;false;;false;;2010;2.0;;;;;;0.0;0.0;2.0;;;;25.0;12.5;312.5;1.5;2.6;;;1965;;;;"[""PA""]";"[""Reception/accueil"", ""Buvette"", ""Local de rangement""]";;;"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations""]";;Carrelage;Découvert;1965-1974;;A partir de 2005;Commune;;Commune;;;;"[""5206"", ""5201"", ""5205""]";Baignade loisirs,Natation course sportive,Water-Polo;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition départementale""}}]";200035707;CC Piège Lauragais Malepère;11049;Bram;111;Carcassonne;11;11;Aude;Académie de Montpellier;76;Occitanie;5;Bourgs ruraux;C - Classée en ZRR;structurant
I040330001;Piscine;Rechastel;04340;04033;Ubaye-Serre-Ponçon;04033;Ubaye-Serre-Ponçon;True;Attribué;2013-09-19;2018-05-15;2013-09-19;true;2013-09-20;;true;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I040330001;Piscine municipale;102;Bassin sportif de natation;Bassin de natation;44.45836, 6.29394;validé;6.29394;44.45836;true;false;true;true;true;true;true;true;false;;true;;;false;false;false;false;;false;;false;false;;;4.0;;;;;;0.0;0.0;2.0;;;;22.0;8.0;176.0;1.1;2.0;;;;;;"[""Solarium""]";;"[""Reception/accueil"", ""Buvette"", ""Infirmierie""]";"[""Vétusté normale""]";"[""Solaire""]";"[""Individuel(s), famille(s)"", ""Autre - association(s) et groupes divers""]";;Carrelage;Découvert;1985-1994;;1995-2004;Commune;;Commune;Etablissement privé commercial;;;"[""5208"", ""5206""]";Aquagym,Baignade loisirs;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}]";200072304;CC Vallée de l'Ubaye - Serre-Ponçon;05040;Chorges;041;Barcelonnette;4;04;Alpes-de-Haute-Provence;Académie d'Aix-Marseille;93;Provence-Alpes-Côte d'Azur;7;Rural à habitat très dispersé;C - Classée en ZRR;structurant
I122020023;AQUAVALLON;Vallon des Sports, Chemin de l'Auterne;12000;12202;Rodez;12202;Rodez;True;Validé;2008-03-03;2024-03-11;2024-03-11;true;2024-11-03;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I122020023;Bassin Sportif;102;Bassin sportif de natation;Bassin de natation;44.3554, 2.56556;validé;2.56556;44.3554;true;false;true;true;true;false;true;true;false;true;true;true;true;true;false;true;false;false;true;false;false;false;;;2.0;;;;;;150.0;2.0;7.0;;;;25.0;15.0;375.0;1.3;2.0;;;2008;Communauté d'Agglomération;;"[""Solarium""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Buvette"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Intérieur;A partir de 2005;;;EPCI;;EPCI;;;A7ZNQCEZD9GB;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}]";241200187;CA Rodez Agglomération;12202;Rodez;122;Rodez;12;12;Aveyron;Académie de Toulouse;76;Occitanie;2;Centres urbains intermédiaires;C - Classée en ZRR;structurant
I130010152;PISCINE METROPOLITAINE YVES BLANC;26 AVENUE DES ECOLES MILITAIRES;13080;13001;Aix-en-Provence;13001;Aix-en-Provence;True;Validé;2019-01-29;2024-04-23;2024-04-23;false;2019-01-29;;true;true;"[""Piscine""]";Piscine;;"[""Bus""]";;;false;E001I130010152;BASSIN DE 50M;102;Bassin sportif de natation;Bassin de natation;43.5263752341325, 5.461670458262233;validé;5.461670458262233;43.5263752341325;true;;true;true;true;false;;true;false;true;true;true;true;true;true;true;false;false;false;false;false;false;;;2.0;8.0;;;;;949.0;2.0;56.0;;;;50.0;21.0;1050.0;2.1;2.5;;http://www.agglo-paysdaix.fr/sports/piscines/etablissements.html;2019;METROPOLE AIX MARSEILLE PROVENCE;Centre de Préparation aux Jeux (CPJ);"[""Solarium""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Local contrôle anti-dopage"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;"[""Gaz"", ""Solaire""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;;;;EPCI;;EPCI;;;VP3F9BXGPKSV;"[""2803"", ""2804"", ""5206"", ""5201"", ""5202"", ""5205"", ""5801""]";Nage avec palmes,Plongée subaquatique (Plongée libre),Baignade loisirs,Natation course sportive,Natation synchronisée,Water-Polo,Pentathlon Moderne;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5202"", ""nom"": ""Natation synchronisée"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Compétition nationale""}}, {""activite"": ""2804"", ""nom"": ""Plongée subaquatique (Plongée libre)"", ""discipline"": ""Etudes et sports sous-marins"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Compétition internationale""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Compétition nationale""}}, {""activite"": ""5801"", ""nom"": ""Pentathlon Moderne"", ""discipline"": ""Pentathlon moderne"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}, {""activite"": ""2803"", ""nom"": ""Nage avec palmes"", ""discipline"": ""Etudes et sports sous-marins"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Compétition internationale""}}]";200054807;Métropole d'Aix-Marseille-Provence;13001;Aix-en-Provence;131;Aix-en-Provence;13;13;Bouches-du-Rhône;Académie d'Aix-Marseille;93;Provence-Alpes-Côte d'Azur;1;Grands centres urbains;NC - Commune non classée;structurant
I130140004;COMPLEXE PADOVANI;BASE AERONAVALE;13130;13014;Berre-l'Étang;13014;Berre-l'Étang;True;Validé;2005-10-11;2018-07-27;2018-07-27;true;2018-07-27;Présence de bureaux-Local sécurité-Locaux techniques-Locaux détente-Locaux club;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I130140004;BASSIN SPORTIF COUVERT;102;Bassin sportif de natation;Bassin de natation;43.487791, 5.1729;validé;5.1729;43.487791;true;;false;true;true;false;;true;false;;true;;;true;false;true;false;false;true;false;false;false;;2004;1.0;;;;;;475.0;1.0;4.0;;;;25.0;20.0;500.0;2.5;2.5;;;1997;;44 cabines individuelles;;"[""X""]";"[""Infirmierie"", ""Local de rangement""]";"[""Vétusté normale""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;1995-2004;;1995-2004;Commune;;EPCI;;;;"[""2803"", ""2804"", ""5208"", ""5206"", ""5201"", ""5202"", ""5205"", ""6701""]";Nage avec palmes,Plongée subaquatique (Plongée libre),Aquagym,Baignade loisirs,Natation course sportive,Natation synchronisée,Water-Polo,Sauvetage en eau plate;"[{""activite"": ""2803"", ""nom"": ""Nage avec palmes"", ""discipline"": ""Etudes et sports sous-marins"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}, {""activite"": ""2804"", ""nom"": ""Plongée subaquatique (Plongée libre)"", ""discipline"": ""Etudes et sports sous-marins"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition nationale""}}, {""activite"": ""5202"", ""nom"": ""Natation synchronisée"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Compétition départementale""}}, {""activite"": ""6701"", ""nom"": ""Sauvetage en eau plate"", ""discipline"": ""Sauvetage et secourisme"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition départementale""}}]";200054807;Métropole d'Aix-Marseille-Provence;13001;Aix-en-Provence;134;Istres;13;13;Bouches-du-Rhône;Académie d'Aix-Marseille;93;Provence-Alpes-Côte d'Azur;2;Centres urbains intermédiaires;NC - Commune non classée;structurant
I131130003;CENTRE AQUATIQUE SAINTE VICTOIRE;CHEMIN DU COLLET REDON;13770;13113;Venelles;13113;Venelles;True;Validé;2017-07-10;2024-02-23;2024-02-23;true;2020-09-03;;true;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;false;E001I131130003;BASSIN SPORTIF;102;Bassin sportif de natation;Bassin de natation;43.59403, 5.49584;validé;5.49584;43.59403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centre de Préparation aux Jeux (CPJ);;;;;;;;;;;;;;;;;;;"[""5201"", ""5205""]";Natation course sportive,Water-Polo;"[{""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}]";200054807;Métropole d'Aix-Marseille-Provence;13001;Aix-en-Provence;131;Aix-en-Provence;13;13;Bouches-du-Rhône;Académie d'Aix-Marseille;93;Provence-Alpes-Côte d'Azur;3;Petites villes;NC - Commune non classée;structurant
I132070005;SPORTING CLUB DE LA CORNICHE;178 BIS CORNICHE PRESIDENT JF KENNEDY;13007;13207;MARSEILLE 07;13207;Marseille 7e Arrondissement;True;Validé;2005-08-28;2024-04-23;2024-04-23;false;2020-02-28;;true;true;"[""Piscine""]";Piscine;;"[""Bus""]";;;;E001I132070005;PISCINE DES DAUPHINS;102;Bassin sportif de natation;Bassin de natation;43.268232, 5.369518;validé;5.369518;43.268232;true;;false;true;true;false;;true;false;false;false;false;false;false;;false;false;false;false;false;;false;;2005;4.0;6.0;;;;;0.0;0.0;2.0;;;;25.0;12.5;312.5;2.0;2.3;;;1938;;;;"[""X""]";"[""Club(s) house"", ""Local de rangement""]";"[""Vétusté normale""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Autre - association(s) et groupes divers"", ""Clubs sportifs, comités, ligues, fédérations""]";;Carrelage;Intérieur;Avant 1945;;A partir de 2005;Association(s);Commune;Association(s);;;N275MXMFBPNV;"[""5208"", ""5206"", ""5201"", ""5202"", ""5205""]";Aquagym,Baignade loisirs,Natation course sportive,Natation synchronisée,Water-Polo;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5202"", ""nom"": ""Natation synchronisée"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition départementale""}}, {""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}]";200054807;Métropole d'Aix-Marseille-Provence;13055;Marseille;133;Marseille;13;13;Bouches-du-Rhône;Académie d'Aix-Marseille;93;Provence-Alpes-Côte d'Azur;7;Grands centres urbains;;structurant
I146890005;Aqua-Sud - Centre aquatique de la Suisse Normande;route de Caen valley du Traspe;14220;14689;Thury-Harcourt-le-Hom;14689;Thury-Harcourt-le-Hom;True;Validé;2005-05-23;2024-04-24;2024-04-24;true;2015-06-24;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur"", ""Handicap sensoriel""]";;;;;E002I146890005;Bassin de natation;102;Bassin sportif de natation;Bassin de natation;48.98735, -0.47499;validé;-0.47499;48.98735;true;false;false;true;true;false;true;true;false;true;true;true;false;true;;true;true;false;true;false;;true;;;3.0;;;;;;0.0;1.0;5.0;;;;25.0;10.0;250.0;1.4;2.0;;;1992;;;;"[""X""]";"[""Reception/accueil"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Intérieur;1985-1994;;;EPCI;;EPCI;;;9RF9HJ463NMY;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}]";200066710;CC Cingal-Suisse Normande;14689;Thury-Harcourt-le-Hom;142;Caen;14;14;Calvados;Académie de Normandie;28;Normandie;5;Bourgs ruraux;NC - Commune non classée;structurant
